	hyperpartisan	title_tokens	n_sent_body	body_tokens	n_tokens_title	n_tokens_body
140	0	['<num>', 'promising', 'new', 'medical', 'treatments', 'cancer']	28	[['medical', 'science', 'constantly', 'making', 'cancer', 'breakthroughs', 'extensive', 'process', 'bring', 'treatments', 'public'], ['making', 'discovery', 'lab', 'performing', 'tests', 'human', 'clinical', 'trials', 'require', 'oversight', 'food', 'drug', 'administration', 'fda', 'approval'], ['said', 'promising', 'new', 'treatments', 'currently', 'investigational', 'stages', 'targeting', 'cancer', 'prove', 'valuable', 'millions', 'patients', 'u.s.', 'future'], ['experimental', 'cancer', 'treatments', 'catching', 'attention', 'medical', 'world…', 'bestmedicaldegrees.com', 'outlines', 'experimental', 'use', 'heat', 'target', 'tumors'], ['technique', 'zero', 'specific', 'areas', 'heat', 'body', 'break', 'protein', 'cells', 'tumor', 'cause', 'die', 'notes', 'source'], ['treatment', 'potentially', 'blast', 'away', 'existing', 'cells', 'help', 'prevent', 'new', 'ones', 'forming'], ['hyperthermia', 'therapy', 'exciting', 'turns', 'viable', 'treatment', 'destroy', 'cancerous', 'tumors', 'inside', 'hinder', 'ability', 'infect', 'healthy', 'cells', 'adds', 'source'], ['called', 'adoptive', 'cell', 'transfer', 'experimental', 'technique', 'aims', 'improve', 'ability', 'patient', 'natural', 't-cells', 'lymphocytes', 'immunity', 'fight', 'cancer', 'according', 'national', 'cancer', 'institute'], ['doctors', 'best', 'active', 't-cells', 'invaded', 'tumor', 'extract', 'multiply', 'lab', 'patient', 'immune', 'cells', 'wiped', 'lab-grown', 'cells', 're-infused', 'adds'], ['variations', 'treatment', 'use', 'targeted', 'metastatic', 'melanoma', 'spread', 'quickly', 'body'], ['modified', 't-cells', 'looked', 'treat', 'solid', 'tumors', 'hematologic', 'cancers', 'cancers', 'blood', 'adds'], ['abc', 'news', 'says', 'article', 'therapy', 'consists', 'drugs', 'aimed', 'destroying', 'specific', 'cancer', 'cells', 'negatively', 'affecting', 'healthy', 'cells', 'existing', 'treatments'], ['people', 'taking', 'drugs', 'suffer', 'horrible', 'effects', 'havoc', 'cancer', 'wreaking', 'notes', 'source'], ['abc', 'says', 'leading', 'drug', 'new', 'therapy', 'called', 'glivec', 'sti571'], ['designed', 'treat', 'specific', 'form', 'leukemia', 'called', 'chronic', 'myeloid', 'leukemia', '<num>', 'new', 'cases', 'year', 'u.s.', 'adds', 'source'], ['doctors', 'extremely', 'hopeful', 'drug', 'provide', 'model', 'similar', 'drugs', 'treat', 'cancers', 'affecting', 'thousands', 'people', 'notes'], ['national', 'cancer', 'institute', 'detailed', 'potential', 'new', 'cancer', 'therapy', 'early', '<num>', 'looks', 'target', 'ovarian', 'cancer', 'cells'], ['basics', 'tumor', 'cells', 'express', 'protein', 'called', 'tnfr2', 'prevent', 'patient', 'natural', 'immune', 'attacking', 'tumor'], ['researchers', 'developed', 'new', 'antibodies', 'target', 'tnfr2', 'ability', 'kill', 'ovarian', 'cancer', 'cells', 'killing', 'birds', 'stone', 'notes', 'source'], ['team', 'ovarian', 'cancer', 'cells', 'express', 'abnormal', 'level', 'tnfr2', 'promote', 'tumor', 'growth', 'source', 'points', 'types', 'cancers', 'colon', 'kidney', 'cancer', 'unusual', 'tnfr2', 'production'], ['electrical', 'fields', 'exert', 'selective', 'toxicity', 'proliferating', 'cells', 'halting', 'cell', 'division', 'destroying', 'cancer', 'cells', 'notes', 'source'], ['treatment', 'conjunction', 'oral', 'chemotherapy', 'drugs', 'glioblastoma', 'gbm', 'target', 'recurrent', 'returning', 'gbm', 'options', 'exhausted', 'according', 'source'], ['usually', 'virus', 'bad', 'thing'], ['therapy', 'essentially', 'involves', 'introducing', 'virus', 'cancer', 'cells', 'leave', 'healthy', 'cells', 'notes', 'standup2cancer.org'], ['virus', 'seeks', 'cancer', 'cells', 'genetic', 'mutation', 'normal', 'cells', 'explains'], ['treatment', 'particular', 'called', 'reolysin', 'developed', 'canadian', 'biotechnology', 'company', 'notes', 'source'], ['site', 'notes', '300-patients', 'forms', 'cancer', 'canada', 'u.s.', 'u.k.', 'treated', 'therapy', 'infects', 'cancer', 'cells', 'causes', 'explode'], ['apparently', 'effects', 'low-grade', 'fever', 'lot', 'milder', 'associated', 'chemotherapy', 'radiation', 'adds']]	6	28
617	1	['daca', 'hurts', 'american', 'millennials']	27	[['asking', 'wrong', 'questions', 'yield', 'wrong', 'answers'], ['ask', 'president', 'trump', 'anybody', 'want', 'throw', 'good', 'educated', 'accomplished', 'young', 'people', 'jobs', 'serving', 'military'], ['country', 'years', 'fault', 'brought', 'parents', 'young', 'age', 'surely', 'answer'], ['ask', 'support', 'proposed', 'resurgence', 'flagrantly', 'unconstitutional', 'unjust', 'amnesty', 'greatly', 'disadvantages', 'american', 'millennials', 'answer', 'clear'], ['resurgence', 'debate', 'deferred', 'action', 'childhood', 'arrivals', 'policy', 'millennials', 'direct', 'competition', 'illegal', 'immigrants', 'granted', 'daca', 'permits', 'college', 'admissions', 'job', 'opportunities', 'wages'], ['daca', 'creates', 'competition', 'higher', 'education', 'inherently', 'favors', 'illegal', 'immigrants', 'policies', 'affirmative', 'action'], ['affirmative', 'action', 'mandates', 'equal', 'opportunities', 'results', 'larger', 'presence', 'minority', 'groups', 'workplaces', 'notably', 'universities'], ['dreamers', 'permits', 'qualify', 'affirmative', 'action', 'giving', 'young', 'immigrants', 'advantage', 'skilled', 'worker', 'american', 'college', 'applicants'], ['daca', 'recipients', 'seized', 'american', 'millennials', 'ability', 'receive', 'financial', 'aid', 'college', 'scholarships', 'multiple', 'states'], ['approximately', 'daca', 'recipients', '<num>', 'individuals', 'live', 'california', 'california', 'merely', 'example', 'states', 'diverting', 'funding', 'middle', 'class', 'fund', 'dreamers'], ['fund', 'cal', 'grant', 'entitlement', 'state', 'neediest', 'students', 'california', 'phased-out', 'middle-class', 'scholarship', 'program', 'california', 'students', 'taxpayers', 'ones', 'felt', 'impact', 'burden', 'daca'], ['california', 'serves', 'example', 'scholarship', 'state-funded', 'aid', 'average', 'daca', 'recipient', 'creates', 'disadvantage', 'americans', 'similar', 'income', 'classes'], ['middle-class', 'american', 'students', 'likely', 'receive', 'financial', 'aid', 'universities', 'institutions', 'diverting', 'funds', 'implemented', 'state', 'dream', 'acts', 'emboldened', 'daca'], ['additionally', 'daca', 'creates', 'competition', 'workforce', 'millions', 'jobless', 'american', 'millennials'], ['currently', '<num>', 'percent', 'millennials', 'remain', 'unemployed'], ['<num>', 'millennials', 'countries', 'competing', 'legally', 'workplace', 'occupations', 'american', 'millennials', 'looking', 'work'], ['according', 'migration', 'policy', 'institute', 'estimated', '<num>', 'million', 'illegal', 'immigrants', 'ultimate', 'issue', 'facing', 'millennials', 'americans', 'daca', 'allows', 'unjust', 'amnesty'], ['united', 'states', 'admits', 'approximately', '<num>', 'million', 'legal', 'permanent', 'immigrants', 'year', 'nation', 'world'], ['unjust', 'millions', 'americans', 'resident', 'legal', 'immigrants', 'followed', 'rules'], ['giving', 'blanket', 'amnesty', 'neglect', 'follow', 'laws', 'irresponsible', 'rewards', 'fail', 'follow', 'rules'], ['refusing', 'enforce', 'law', 'equally', 'making', 'special', 'exceptions', 'favored', 'groups', 'puts', 'burden', 'citizens', 'lawful', 'residents', 'states', 'especially', 'border', 'states', 'irresponsible', 'federal', 'abdication', 'immigration', 'law'], ['daca', 'blatantly', 'encourages', 'illegal', 'immigrants', 'enter', 'united', 'states', 'hopes', 'future', 'amnesty'], ['granting', 'legal', 'status', 'dreamers', 'streamlines', 'pipeline', 'illegal', 'immigration', 'extended', 'family', 'sponsorship'], ['slippery', 'slope', 'america'], ['narrative', 'daca', 'touts', 'promise', 'american', 'dream', 'advertising', 'benefited'], ['fails', 'mention', 'impacts', 'burdens', 'daca', 'thrust', 'american', 'millennials'], ['sydney', 'jacobs', 'the_poli_chick', 'las', 'vegas', 'nevada', 'native', 'currently', 'resides', 'washington', 'd.c', 'works', 'republican', 'politics']]	4	27
638	0	['trump', 'says', 'new', 'book', 'administration', '‘', 'lies']	10	[['president', 'donald', 'trump', 'thursday', 'dismissed', 'upcoming', 'book', 'campaign', 'administration', 'lies', 'invented', 'sources', 'unsuccessfully', 'attempting', 'block', 'release'], ['authorised', 'zero', 'access', 'white', 'house', 'actually', 'turned', 'times', 'author', 'phony', 'book'], ['spoke', 'book'], ['lies', 'misrepresentations', 'sources', 'exist', 'mr.', 'trump', 'tweeted', 'reference', 'michael', 'wolff', 'fury', 'inside', 'trump', 'white', 'house'], ['look', 'guy', 'past', 'watch', 'happens', 'sloppy', 'steve'], ['mr.', 'trump', 'wrote'], ['unclear', 'mr.', 'trump', 'referring', 'possibilities', 'including', 'steve', 'bannon', 'chief', 'strategist', 'steve', 'rubin', 'president', 'henry', 'holt', 'company', 'publishing', 'wolff', 'book'], ['book', 'quotes', 'key', 'mr.', 'trump', 'aides', 'including', 'mr.', 'bannon', 'expressing', 'doubt', 'fitness', 'office'], ['mr.', 'trump', 'enraged', 'betrayal', 'mr.', 'bannon', 'man', 'engineered', 'new', 'york', 'real', 'estate', 'mogul', 'link', 'nationalist', 'far', 'right', 'helped', 'create', 'pro-trump', 'media', 'ecosystem'], ['mr.', 'trump', 'instructed', 'lawyers', 'try', 'block', 'release', 'book', 'publishers', 'responded', 'moving', 'release', 'date', 'days', 'friday']]	7	10
557	1	['accused', 'charlottesville', 'killer', 'anti-trump', 'leftist', 'supported', 'clinton', 'soros']	39	"[['driver', 'vehicle', 'killed', 'person', 'injured', 'dozen', 'unite', 'right', 'rally', 'charlottesville', 'virginia', 'known', 'radical', 'leftist', 'supported', 'hillary', 'clinton', 'george', 'soros'], ['days', '<num>', 'august', '<num>', 'neo-nazi', 'rally', 'charlottesville', 'virginia', 'white', 'supremacist', 'killing', 'know', '20-year-old', 'james', 'alex', 'fields', 'jr.', 'maumee', 'ohio', 'evidence', 'places', 'squarely', 'camp', 'charlottesville', 'protesters', 'marched', 'white', 'nationalist', 'banner'], ['fields', 'high', 'school', 'teachers', 'derek', 'weimer', 'told', 'weimer', 'said', 'knew', 'fields', 'political', 'leanings', 'early'], ['said', 'teacher', 'filed', 'report', 'fields', 'freshman', 'year', 'fields', 'written', 'assignment', 'went', 'pale'], ['party', 'lines', 'neo-nazi', 'movement', 'weimer', 'said'], ['photos', 'taken', 'earlier', 'day', 'attack', 'fields', 'standing', 'shoulder-to-shoulder', 'members', 'charlottesville', 'vanguard', 'america', 'james', 'alex', 'fields', 'w/', 'vanguard', 'america', 'folks', 'charlottesville', 'https', '//t.co/hnlof8btnf', 'adl_national', 'pic.twitter.com/tmjli0kfzo', 'daily', 'news', 'photog', 'spotted', 'james', 'fields', 'center', 'clutching', 'shield', 'hate', 'group', 'insignia', 'attack'], ['https', '//t.co/vxgqyd2lwq', 'pic.twitter.com/lorfevpquz', 'according', 'anti-defamation', 'league', 'adl', 'basic', 'tenets', 'vanguard', 'america', 'philosophy', 'follows', 'vanguard', 'america', 'va', 'white', 'supremacist', 'group', 'opposes', 'multiculturalism', 'believes', 'america', 'exclusively', 'white', 'nation'], ['right-wing', 'nationalist', 'slogan', 'blood', 'soil', 'va', 'romanticizes', 'notion', 'people', 'white', 'blood', 'special', 'bond', 'american', 'soil'], ['philosophy', 'originated', 'germany', 'blut', 'und', 'boden', 'later', 'popularized', 'hitler', 'regime'], ['vein', 'va', 'uses', 'race', 'nation', 'variant', 'slogan'], ['following', 'theme', 'va', 'maintains', 'america', 'nation', 'exclusively', 'white', 'american', 'peoples', 'barren', 'hills', 'plains', 'vast', 'mountains', 'forged', 'powerful', 'nation', 'existed'], ['notwithstanding', 'unreliable', 'web', 'site', 'yournewswire.com', 'declared', 'man', 'accused', 'neo-nazi', 'murdering', 'woman', 'deliberately', 'driving', 'protests', 'charlottesville', 'reality', 'supporter', 'hillary', 'clinton', 'member', 'antifa', 'receipt', 'funding', 'george', 'soros', 'according', 'reports'], ['james', 'fields', '<num>', 'maumee', 'ohio', 'allegedly', 'killed', 'heather', 'heyer', 'aged', '<num>', 'injured', '<num>', 'rammed', 'car', 'group', 'protesters', 'saturday', 'charlottesville', 'virginia'], ['mainstream', 'media', 'claiming', 'fields', 'neo-nazi', 'conveniently', 'produced', 'photographs', 'showing', 'fields', 'standing', 'vanguard', 'america', 'carrying', 'shield', 'bearing', 'group', 'insignia'], ['right-leaning', 'web', 'site', 'freedom', 'daily', 'mention', 'fields', 'blaming', 'originally', 'reported', 'driver', 'car', 'far', 'right', 'sympathizer', 'confirmed', 'democrat', 'party', 'member', 'antifa', 'terrorist', 'drove', 'car', 'free', 'speech', 'advocates', 'charlottesville', 'virginia', 'morning'], ['common', 'revolutionary', 'groups', 'antifa', 'use', 'methods', 'like', 'implicate', 'enemies', 'order', 'evoke', 'violence', 'start', 'civil', 'war', 'working', 'donald', 'trump', 'presidency', 'november', '<num>', 'site', 'leg', 'stand'], ['yournewswire', 'provided', 'evidence', 'fields', 'left-wing', 'operative'], ['freedom', 'daily', 'joined', 'gateway', 'pundit', 'gotnews.com', 'fingered', 'vangheluwe', 'macomb', 'county', 'michigan', 'target', 'death', 'threats', 'web', 'sites', 'named', 'according', 'local', 'news', 'reports', 'macomb', 'county', 'businessman', 'family', 'living', 'fear', 'teenage', 'son', 'falsely', 'rumored', 'driver', 'plowed', 'car', 'crowd', 'protesting', 'white', 'supremacist', 'rally', 'virginia'], ['jerome', 'vangheluwe', 'bruce', 'township', 'said', 'son', 'incorrectly', 'identified', 'right-wing', 'websites', 'owner', 'driver', 'dodge', 'challenger', 'rammed', 'counter-protestors', 'saturday', 'killing', 'woman', 'wounding', '<num>'], ['vangheluwe', 'says', 'sold', 'car', 'years', 'ago', 'family', 'targeted', 'death', 'threats', 'people', 'mistakenly', 'believing', 'son', 'joel', 'responsible', 'horrific', 'act'], ['michigan', 'state', 'police', 'responded', 'threats', 'vangheluwe', 'affirming', 'known', 'michigan', 'connection', 'charlottesville', 'attack', '<num>', 'local', 'media', 'contacted', 'outlets', 'michigan', 'connection', 'aware', 'time'], ['sites', 'got', 'egregiously', 'wrong', 'gateway', 'pundit', 'quietly', 'deleted', 'erroneous', 'posts', 'moved', 'issuing', 'corrections', 'retractions'], ['gotnews.com', 'published', 'corrections', 'contradicted', 'reports', 'dovetail', 'grander', 'conspiracy', 'theory', 'peddled', 'infowars', 'founder', 'alex', 'jones', 'ilk', 'exemplified', 'rambling', 'hour-long', 'video', 'rant', 'listened', 'vain', 'jones', 'provide', 'evidence', 'claims', 'vague', 'references', 'wikileaks', 'e-mails', 'highly', 'placed', 'democrats', 'supposedly', 'discussed', 'controlling', 'populace', 'keeping', 'dark', 'desperate', 'wikileaks', 'year', 'ago', 'democratic', 'party', 'sending', 'e-mails', 'george', 'soros', 'forth', 'highest', 'levels', 'democratic', 'party', 'saying', ""'re"", 'losing', 'public'], ['minorities', 'getting', 'free', 'market'], ['want', 'people', 'mother', 'basements', 'baristas'], ['remember', 'hillary', 'said'], ['‘', 'going', 'control'], ['dark', 'desperate'], ['quotes'], ['hundreds', 'e-mails'], [""'ve"", 'covered', 'written', 'articles', 'linking'], ['deny', ""'re"", 'real'], [""'re"", 'real'], ['said'], ['said', 'culture', 'war'], ['quotes', 'jones', 'said', 'attempted', 'verify', 'clinton', 'actually', 'uttered', 'words', 'going', 'control'], ['dark', 'desperate', 'public', 'sources', 'including', 'wikileaks.org', 'able', 'confirm', 'hillary', 'clinton', 'want', 'people', 'mother', 'basements', 'baristas'], ['ironically', 'place', 'able', 'confirm', 'jones', 'web', 'site', 'infowars.com', 'october', '<num>', 'reposted', 'article', 'clinton', 'said', 'transcribed', 'audio', 'clip', 'posted', 'infowars', 'recap', 'virtually', 'accurate', 'alex', 'jones', 'statement', 'purporting', 'quote', 'hillary', 'clinton', 'wikileaks'], [""'ve"", 'addressed', 'inquiry', 'infowars', 'clarification', 'await', 'reply']]"	8	39
591	0	['imagine', 'austin', 'bomber', 'mexican', 'muslim', 'twitter', 'users', 'point', 'double', 'standards', 'terror', 'attacks']	19	"[['people', 'quick', 'point', 'bombing', 'austin', 'texas', 'reported', 'wider', 'media'], ['police', 'said', 'today', 'suspect', 'linked', 'series', 'deadly', 'parcel', 'bombs', 'targeting', 'austin', 'texas', 'dead'], ['suspect', 'killed', 'detonating', 'device', 'officers', 'approached', 'car'], ['bomb', 'attacks', 'took', 'place', 'austin', 'state', 'capital', 'schertz'], ['blasts', 'began', 'austin', 'earlier', 'involved', 'package', 'bombs', 'tripwire', 'said', 'related'], ['bombings', 'killed', 'people', 'left', 'texas', 'capital', 'terrorised', 'fear', '<num>', 'days'], ['thank', 'fbi'], ['austin', 'bomber', '<num>', 'year', 'old', 'white', 'male', 'classified', 'terrorist', 'longer', 'terrorize', 'austin', 'residents'], ['austinbombing', 'march', '<num>', '<num>', 'imagine', 'austin', 'bomber', 'mexican', 'muslim'], ['austin', 'police', 'chief', 'announce', 'bombing', 'suspect', 'trump', 'calling', 'ban', 'immigrants', 'immediate', 'building', 'stupid', 'wall'], ['fact', 'white', 'terrorist'], ['austinbombing', 'march', '<num>', '<num>', 'bombings', 'barely', 'news'], ['black', 'people', 'murdered', 'white', 'male', 'surprise', 'media', 'interested'], ['austinbombing', 'march', '<num>', '<num>', 'imagine', 'donald', 'trump', 'republicans', 'fox', 'news', 'saying', 'austinbombing', 'march', '<num>', '<num>', 'austin', 'bomber', '<num>', 'year', 'old', 'white', 'male'], ['sure', 'described', 'sick', 'individual', 'instead', 'terrorist'], ['austinbombing', 'domesticterrorism', 'march', '<num>', '<num>', 'austinbombing', 'march', '<num>', '<num>', 'little', 'blunt'], ['shit', 'fucking', 'terrorism', 'stop', 'fucking', 'dumb'], ['noooo', 'ca', 'possibly', 'terrorism', ""'re"", 'muslim'], ['austinbombing', 'march', '<num>', '<num>']]"	12	19
122	0	['mattis', 'army', 'ready', '‘', 'confront', 'north', 'korea']	2	[['defense', 'secretary', 'james', 'mattis', 'warned', 'monday', 'army', 'needs', 'stand', 'ready', 'action', 'options', 'mattis', 'presented', 'preparations', 'attack', 'north', 'korea', 'necessary', 'continued', 'provocations', 'pyongyang', 'despite', 'north', 'korea', 'said', 'recent', 'weeks', 'concerned', 'trump', 'declared', 'war', 'trump', 'largely', 'driving', 'north', 'korea', 'war', 'hysteria', 'months', 'end', 'virtually', 'sole', 'instigator', 'talks', 'lately', 'condemning', 'diplomacy', 'near-daily', 'basis', 'insisting', 'thing', 'work', 'repeated', 'threats', 'totally', 'destroy', 'north', 'korea', 'favored', 'talking', 'points', 'subject', 'general', 'assembly'], ['mattis', 'talk', 'keeping', 'army', 'ready', 'carry', 'threat', 'adds', 'concern', 'start', 'massive', 'war', 'moment']]	7	2
523	0	['fbi', 'agent', 'injured', 'flash', 'grenade', 'exploded', 'manhattan']	3	[['fbi', 'agent', 'reportedly', 'injured', 'flash', 'grenade', 'detonated', 'wednesday', 'new', 'york', 'city', 'parking', 'garage'], ['officials', 'told', 'nbc', 'local', 'affiliate', 'agent', 'handling', 'device', 'went', 'officials', 'said'], ['witnesses', 'told', 'new', 'york', 'daily', 'news']]	7	3
470	0	['r.', 'kelly', 'scandal', 'alleged', 'hostage', 'speaks', 'family', 'hold', 'press', 'conference']	5	[['space', 'day', 'r.', 'kelly', '‘', 'catapulted', 'headlines', 'shocking', 'exposé', 'story', 'hit', 'wire', 'singer', 'publicist', 'denied', 'claims', 'quickly', 'clear', 'drama', 'going'], ['family', 'alleged', 'hostage', 'jocelyn', 'savage', 'held', 'press', 'conference', 'claiming', 'kelly', 'brainwashed', '<num>', 'year', 'old'], ['effectively', 'stockholm', 'syndrome', 'twist', 'jocelyn', 'sat', 'tmz', 'refute', 'claims', 'family', 'insisting', 'receiving', 'messages', 'willingly', 'cut', 'communication'], ['reveal', 'current', 'living', 'arrangement', 'city', 'resides', 'sigh'], ['locked', 'grape', 'juice', 'latest']]	10	5
48	0	['tom', 'arnold', 'clinton', 'begged', 'release', 'tape', 'trump', 'racist', 'rant']	12	"[['modal', 'trigger', 'comedian', 'tom', 'arnold', 'claiming', 'hillary', 'clinton', 'begged', 'release', 'footage', 'president', 'trump', 'racial', 'slurs', 'days', 'november', 'election'], ['57-year-old', 'alleged', 'year', 'video', 'trump', 'telegraph', 'reported'], ['outtakes', 'trump', 'saying', 'n-word', '‘', 'apprentice', 'said', 'arnold', 'voted', 'australia', ""'m"", 'celebrity', '…'], ['clinton', 'called', 'days', 'election', 'said', '‘', 'release', 'arnold', 'claimed', 'alleging', 'democratic', 'nominee', 'said', 'weight', 'free', 'world', 'shoulders'], [""'d"", 'love', 'hero', 'ca', 'hurt', 'families', 'claimed', 'responded'], ['arnold', 'says', 'release', 'reel', 'permission', 'thought', 'remains', 'unclear', 'referring', 'targets', 'trump', 'vitriol', 'apprentice', 'producers'], ['interview', 'going', 'british', 'sitcom', 'arnold', 'told', 'radio', 'host', 'want', 'release', 'hate', 'speech', 'respect', 'involved'], ['people', 'editors', 'associate', 'producer', 'scared', 'death'], [""'re"", 'scared', 'people', ""'re"", 'scared', ""'ll"", 'work', 'said', 'dori', 'monson', 'radio'], ['american', 'actor', 'comic', 'starred', 'alongside', 'arnold', 'schwarzenegger', '<num>', 'film', 'classic', 'true', 'lies', 'said', 'think', 'releasing', 'racist', 'rant', 'work'], ['think', 'people', 'care', 'said'], ['trump', 'managed', 'cinch', 'electoral', 'vote', 'despite', 'national', 'outrage', 'surrounding', 'october', 'release', 'notorious', 'grab', 'p—-', 'video']]"	9	12
138	1	['reporter', 'general', 'kelly', 'pulled', 'air', 'force', 'resign', 'end', 'week']	10	"[['mainstream', 'media', 'floating', 'rumors', 'trump', 'white', 'house', 'chief', 'staff', 'john', 'kelly', 'removed', 'air', 'force', 'week', 'resigning'], ['kelly', 'assigned', 'trump', 'duties', 'past', 'months'], ['according', 'conversations', 'steve', 'bannon', 'john', 'kelly', 'allowing', 'president', 'trump', 'receive', 'news', 'conservative', 'news', 'outlets'], ['pajamas', 'media', 'bloomberg', 'white', 'house', 'correspondent', 'jennifer', 'jacobs', 'reports', 'twitter', 'trump', 'chief', 'staff', 'general', 'john', 'kelly', 'originally', 'going', 'air', 'force', 'flight', 'las', 'vegas', 'pulled', 'flight', 'moment'], ['gen.', 'kelly', 'originally', 'going', 'af1', 'vegas', 'trump', 'today', 'pulled', 'flight', ""'m"", 'told.wh', 'answering', 'qs'], ['jennifer', 'jacobs', 'jenniferjjacobs', 'october', '<num>', '<num>', 'white', 'house', 'initially', 'refused', 'answer', 'questions', 'akward', 'press', 'secretary', 'sarah', 'huckabee', 'sanders', 'eventually', 'said', 'read', 'explaining', 'basically', 'manifest'], ['travels'], ['important', 'caveat', 'course', 'huckabee', 'explanation', 'prevent', 'scott', 'dworkin', 'tweeting', 'people', 'told', 'general', 'kelly', 'week', 'trump', 'chief', 'staff'], [""'ve"", 'heard', 'people', 'different', 'circles', 'hill', 'john', 'kelly', 'week', 'trump', 'chief', 'staff'], ['amjoy', 'https', '//t.co/t9aghegr9y', 'scott', 'dworkin', 'funder', 'october', '<num>', '<num>', 'sponsored']]"	9	10
